ID	code_num2	code_name	Code_ID	Questionnaire Name (Tool)	Author	Year	Concept	Question	user_id	question_source_id
4103	1D6	Relevant Content	55	Website Performance and Behavioral Consequences	Dickinger	2013	Formative Concepts	The website communicates relevant information.	0	0
4104	1B1	Layout	40	Website Performance and Behavioral Consequences	Dickinger	2013	Formative Concepts	It is easy to understand the overall navigation structure of the website.	0	0
4105	1I	Features	15	Website Performance and Behavioral Consequences	Dickinger	2013	Formative Concepts	Pages on this site do not stop loading when I search.	0	0
4106	2E1	Total Benefit	71	Website Performance and Behavioral Consequences	Dickinger	2013	Value	 The search results are worth the effort.	0	0
4107	2E1	Total Benefit	71	Website Performance and Behavioral Consequences	Dickinger	2013	Value	 The value received through the search justifies the effort.	0	0
4108	2A4	Task Compatibility	61	Website Performance and Behavioral Consequences	Dickinger	2013	Satisfaction	 This website is what you need when you search for information.	0	0
4109	2A4	Task Compatibility	61	Website Performance and Behavioral Consequences	Dickinger	2013	Satisfaction	 After the search I was satisfied with the results.	0	0
4110	2C4	Expression of Benefit	70	Website Performance and Behavioral Consequences	Dickinger	2013	Satisfaction	 I will recommend the website.	0	0
4111	2E2	General Opinion	20	Website Performance and Behavioral Consequences	Dickinger	2013	Satisfaction	 I am satisfied with the website.	0	0
4112	6	Intention for Use	6	Website Performance and Behavioral Consequences	Dickinger	2013	Loyalty Intentions	 I will use the website on a regular basis in the future.	0	0
4113	6	Intention for Use	6	Website Performance and Behavioral Consequences	Dickinger	2013	Loyalty Intentions	 I will frequently use the website in the future.	0	0
4114	6	Intention for Use	6	Website Performance and Behavioral Consequences	Dickinger	2013	Loyalty Intentions	 I will strongly recommend others to use the website.	0	0
4115	2E5	Absorption in Activity	75	Play, Flow, and the Online Search Experience	Mathwick	2004	Escapism	I got so involved as I searched for XYZ information that I forget everything else	0	0
4116	2E5	Absorption in Activity	75	Play, Flow, and the Online Search Experience	Mathwick	2004	Escapism	Searching for information about XYZ products made me feel like I was in another world	0	0
4117	2E5	Absorption in Activity	75	Play, Flow, and the Online Search Experience	Mathwick	2004	Escapism	Searching the XYZ Web site in this way “gets me away from it all	0	0
4118	2E5	Absorption in Activity	75	Play, Flow, and the Online Search Experience	Mathwick	2004	Intrinsic Enjoyment	I enjoyed the Internet search for its own sake, aside from any products or services I may eventually purchase	0	0
4119	2E5	Absorption in Activity	75	Play, Flow, and the Online Search Experience	Mathwick	2004	Intrinsic Enjoyment	I searched the XYZ site for the pure enjoyment of it	0	0
4120	6A	Loyalty	36	Play, Flow, and the Online Search Experience	Mathwick	2004	Attitude Toward the Brand	I say positive things about XYZ products to other people	0	0
4121	6A	Loyalty	36	Play, Flow, and the Online Search Experience	Mathwick	2004	Attitude Toward the Brand	I have a favorable attitude toward doing business with XYZ over the next few years	0	0
4122	6A	Loyalty	36	Play, Flow, and the Online Search Experience	Mathwick	2004	Attitude Toward the Brand	To me, XYZ is clearly the best company of its kind with which to do business	0	0
4123	6A	Loyalty	36	Play, Flow, and the Online Search Experience	Mathwick	2004	Attitude Toward the Brand	I believe this is a good company	0	0
4124	5C	Attitude Toward Change	35	Play, Flow, and the Online Search Experience	Mathwick	2004	Navigational Challenge	Using the Web in this way challenges me	0	0
4125	5C	Attitude Toward Change	35	Play, Flow, and the Online Search Experience	Mathwick	2004	Navigational Challenge	Using the Web in this way provides a good test of my skills	0	0
4126	5C	Attitude Toward Change	35	Play, Flow, and the Online Search Experience	Mathwick	2004	Navigational Challenge	Using the Web in this way pushed me to perform to the best of my ability	0	0
4127	5C	Attitude Toward Change	35	Play, Flow, and the Online Search Experience	Mathwick	2004	Navigational Challenge	I found that using the Web in this way stretched my capabilities to the limit	0	0
4128	5A4	Perceived Competence	96	Play, Flow, and the Online Search Experience	Mathwick	2004	Internet Search Skill	I am extremely skilled at using the Web	0	0
4129	5A4	Perceived Competence	96	Play, Flow, and the Online Search Experience	Mathwick	2004	Internet Search Skill	I consider myself knowledgeable about good search techniques on the Web	0	0
4130	5A4	Perceived Competence	96	Play, Flow, and the Online Search Experience	Mathwick	2004	Internet Search Skill	I know how to find what I am looking for on the Web	0	0
4131	5A4	Perceived Competence	96	Play, Flow, and the Online Search Experience	Mathwick	2004	Internet Usage	I spend several hours a week on the Web	0	0
4132	5A4	Perceived Competence	96	Play, Flow, and the Online Search Experience	Mathwick	2004	Internet Usage	Compared with most Americans, I think I spend a lot of time on the Web	0	0
4133	5A4	Perceived Competence	96	Play, Flow, and the Online Search Experience	Mathwick	2004	Internet Usage	Outside of the time I spend with e-mail, I consider myself to be a “heavy user” on the Web	0	0
4134	6B	Familiarity	37	Play, Flow, and the Online Search Experience	Mathwick	2004	Internet Usage	In a typical week, I visit dozens of Web sites	0	0
4135	2E4	Scales	74	Play, Flow, and the Online Search Experience	Mathwick	2004	Attitude Toward Focal Web Site	Good—Bad	0	0
4136	2E4	Scales	74	Play, Flow, and the Online Search Experience	Mathwick	2004	Attitude Toward Focal Web Site	High quality—Low quality	0	0
4137	2E4	Scales	74	Play, Flow, and the Online Search Experience	Mathwick	2004	Attitude Toward Focal Web Site	Dislike very much—Like very much	0	0
4138	2F	User Control	21	Play, Flow, and the Online Search Experience	Mathwick	2004	Decisional Control	Navigating the Internet in this way allowed me to make a lot of decisions on my own	0	0
4139	2F	User Control	21	Play, Flow, and the Online Search Experience	Mathwick	2004	Decisional Control	I had a lot to say about what happened in these online information searches	0	0
4140	2A5	Flexibility	62	Play, Flow, and the Online Search Experience	Mathwick	2004	Decisional Control	I had flexibility in my interactions with the Internet, while searching for information in this way	0	0
4141	2E4	Scales	74	Play, Flow, and the Online Search Experience	Mathwick	2004	Product Involvement	Means nothing to me—Means a lot to me	0	0
4142	2E4	Scales	74	Play, Flow, and the Online Search Experience	Mathwick	2004	Product Involvement	Worthless—Valuable	0	0
4143	2E4	Scales	74	Play, Flow, and the Online Search Experience	Mathwick	2004	Product Involvement	Boring—Interesting	0	0
4144	2E4	Scales	74	Play, Flow, and the Online Search Experience	Mathwick	2004	Product Involvement	Exciting—Unexciting	0	0
4145	2E4	Scales	74	Play, Flow, and the Online Search Experience	Mathwick	2004	Product Involvement	Fascinating—Mundane	0	0
4146	2E4	Scales	74	Play, Flow, and the Online Search Experience	Mathwick	2004	Product Involvement	Involving—Uninvolving	0	0
4147	1D2	Accurate Content	51	System Quality, User Satisfaction, and End User Development	McGill	2000	User Satisfaction	Is the spreadsheet accurate?	0	0
4148	1D4	Level of Detail	53	System Quality, User Satisfaction, and End User Development	McGill	2000	User Satisfaction	Does the spreadsheet provide the precise information you need?	0	0
4149	2D	Ease of Use	19	System Quality, User Satisfaction, and End User Development	McGill	2000	User Satisfaction	Is the spreadsheet user friendly?	0	0
4150	1D8	Clarity	57	System Quality, User Satisfaction, and End User Development	McGill	2000	User Satisfaction	Is the information given on the spreadsheet clear?	0	0
4151	1D3	Expected Content	52	System Quality, User Satisfaction, and End User Development	McGill	2000	User Satisfaction	Does the spreadsheet provide outputs that seem to be just almost exactly what you need?	0	0
4152	1D7	Format Output	56	System Quality, User Satisfaction, and End User Development	McGill	2000	User Satisfaction	Do you think information is presented in a useful format?	0	0
4153	2D	Ease of Use	19	System Quality, User Satisfaction, and End User Development	McGill	2000	User Satisfaction	Is the spreadsheet easy to use?	0	0
4154	1F	Speed	12	System Quality, User Satisfaction, and End User Development	McGill	2000	User Satisfaction	Can you get the information you need in a reasonable time?	0	0
4155	1D4	Level of Detail	53	System Quality, User Satisfaction, and End User Development	McGill	2000	User Satisfaction	Does the spreadsheet provide sufficient information?	0	0
4156	1D2	Accurate Content	51	System Quality, User Satisfaction, and End User Development	McGill	2000	User Satisfaction	Are you satisfied with the accuracy of the spreadsheet?	0	0
4157	1D6	Relevant Content	55	System Quality, User Satisfaction, and End User Development	McGill	2000	User Satisfaction	Does the information content in the spreadsheet meet your needs?	0	0
4158	1D1	Up to Date Content	50	System Quality, User Satisfaction, and End User Development	McGill	2000	User Satisfaction	Does the spreadsheet provide up-to-date information? 	0	0
4159	3C	Impact on Work Output	24	System Quality, User Satisfaction, and End User Development	McGill	2000	System Quality	The application greatly increased my data processing capacity 	0	0
4160	1D4	Level of Detail	53	System Quality, User Satisfaction, and End User Development	McGill	2000	System Quality	The application provides all the information it should 	0	0
4161	2A5	Flexibility	62	System Quality, User Satisfaction, and End User Development	McGill	2000	System Quality	The application could be used in other similar business situations, without any major modification	0	0
4162	2B2	Retention	65	System Quality, User Satisfaction, and End User Development	McGill	2000	System Quality	Using the application is easy, even after a long period of non-utilisation 	0	0
4163	1B3	Intuitive Use	42	System Quality, User Satisfaction, and End User Development	McGill	2000	System Quality	The application is easy to learn by new users 	0	0
4164	1D7	Format Output	56	System Quality, User Satisfaction, and End User Development	McGill	2000	System Quality	The outputs are set out in a logical manner, easy to read and understand 	0	0
4165	1B3A	Intuitive Wording	100	System Quality, User Satisfaction, and End User Development	McGill	2000	System Quality	The terms used in data-entry sections are familiar to users 	0	0
4166	1C1	Help Menu	44	System Quality, User Satisfaction, and End User Development	McGill	2000	System Quality	Help functions are available throughout the application 	0	0
4167	1C5	Error Recovery	48	System Quality, User Satisfaction, and End User Development	McGill	2000	System Quality	Errors are easy to identify and corrections are easy to make 	0	0
4168	1C4	Error Messages	47	System Quality, User Satisfaction, and End User Development	McGill	2000	System Quality	This application always issues an informative error message when it detects an error 	0	0
4169	1C5	Error Recovery	48	System Quality, User Satisfaction, and End User Development	McGill	2000	System Quality	The data entry areas provide the capability to easily make corrections to data 	0	0
4170	1D2	Accurate Content	51	System Quality, User Satisfaction, and End User Development	McGill	2000	System Quality	The information contained in the results always matches the actual facts 	0	0
4171	2A5	Flexibility	62	System Quality, User Satisfaction, and End User Development	McGill	2000	System Quality	Data is labeled so that it can be easily matched with other parts of the system 	0	0
4172	1D4	Level of Detail	53	System Quality, User Satisfaction, and End User Development	McGill	2000	System Quality	All outputs provided by this application are required 	0	0
4173	1D4	Level of Detail	53	System Quality, User Satisfaction, and End User Development	McGill	2000	System Quality	Outputs provided by this application are comprehensive 	0	0
4174	1D4	Level of Detail	53	System Quality, User Satisfaction, and End User Development	McGill	2000	System Quality	The application contains all the information required to produce comprehensive outputs 	0	0
4175	1D4	Level of Detail	53	System Quality, User Satisfaction, and End User Development	McGill	2000	System Quality	The documentation is comprehensive 	0	0
4176	1D6	Relevant Content	55	System Quality, User Satisfaction, and End User Development	McGill	2000	System Quality	Relevant data is easily available 	0	0
4177	1C6	Prompts and Interaction	49	System Quality, User Satisfaction, and End User Development	McGill	2000	System Quality	The application does not destroy any information without asking for a confirmation and getting a positive response	0	0
4178	2F	User Control	21	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Reliability	Is it possible to replace or restore default settings easily?	0	0
4179	1C6	Prompts and Interaction	49	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Reliability	Does the system guide novice users sufficiently?	0	0
4180	1B4	Number of Steps	43	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Reliability	Have unnecessary registrations been avoided?	0	0
4181	1C6	Prompts and Interaction	49	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Reliability	Does callback systems or e-mail systems tell the users when the required service will be performed?	0	0
4182	1F	Speed	12	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Reliability	Is the relation between time to perform a task (planning, execution, error correction) and task complexity adequate?	0	0
4183	1B3A	Intuitive Wording	100	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Integration of Communication	Are terminology and abbreviations part of the user technical language?	0	0
4184	1C1	Help Menu	44	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Integration of Communication	Do relevant FAQs help the users to solve problems by themselves?	0	0
4185	1B3A	Intuitive Wording	100	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Integration of Communication	Is the functionality of the buttons on the device obvious from their labels?	0	0
4186	1B3B	Intuitive Formatting	101	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Assurance	Are important control buttons represented on the screen and is it clear how they are working?	0	0
4187	1B2A	Phrase Consistency	97	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Assurance	Is the tone of messages consistently courteous?	0	0
4188	5A2B	Privacy	112	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Assurance	Are security statement and e-mail notification stated in the system?	0	0
4189	3C4	Easier Work	88	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Assurance	Does the system make the user's work easier and quicker than without the system?	0	0
4190	2B2A	Memory Loading	107	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Navigation	Does the system track where the user was in the last session (and any progress made)?	0	0
4191	1B1	Layout	40	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Navigation	Are any navigational aids provided (e.g. find facilities)?	0	0
4192	1B1	Layout	40	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Navigation	Has opening unnecessary new browser windows been avoided?	0	0
4193	1F	Speed	12	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Responsiveness	Do automated or human e-mails responses or serving pages give users prompt service?	0	0
4194	1C6	Prompts and Interaction	49	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Responsiveness	Are there e-mail systems both inbound and outbound to deal with user complaints?	0	0
4195	1B2	Consistency	41	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Responsiveness	Is the use of terminology, graphics and menus consistent throughout the system?	0	0
4196	1C6	Prompts and Interaction	49	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Responsiveness	Is the situated help provided at any time (e.g. window titles, instructions to proceed)?	0	0
4197	1D	Program Content or Output	10	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Quality of Information	Is information contained on the system current, timely, accurate, and relevant?	0	0
4198	1B1	Layout	40	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Quality of Information	Is there a hierarchical organization of information from general to specific?	0	0
4199	1I	Features	15	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Quality of Information	Does the information offer language options?	0	0
4200	1C6	Prompts and Interaction	49	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Controllability	Can the dialogue be interrupted at any time by clearly marked exits and/or continued later?	0	0
4201	1B1	Layout	40	UWIS (Usability Assessment and Design of Web-Based Information Systems)	Oztekin	2009	Controllability	Are facilities provided to return to the top level at any stage (e.g. links back to homepage)?	0	0
4202	1B1	Layout	40	Complexity Questionnaires of Visual Displays	Ling	2011	Speed and Ease of Information Location	I know where to look to see the information I need.	0	0
4203	1B1	Layout	40	Complexity Questionnaires of Visual Displays	Ling	2011	Speed and Ease of Information Location	I can see the information I need without searching.	0	0
4204	1B1	Layout	40	Complexity Questionnaires of Visual Displays	Ling	2011	Speed and Ease of Information Location	I have to search through the website to find the information I need.	0	0
4205	1B1	Layout	40	Complexity Questionnaires of Visual Displays	Ling	2011	Speed and Ease of Information Location	I can find the information I need with a few quick glances.	0	0
4206	1A	Visuals	7	Complexity Questionnaires of Visual Displays	Ling	2011	Visual Features	The variety of visual features, such as size, color, font, and icons, assists me in acquiring the information on the website.	0	0
4207	1B1	Layout	40	Complexity Questionnaires of Visual Displays	Ling	2011	Visual Features	I can easily see the structure of the displayed information.	0	0
4208	1A	Visuals	7	Complexity Questionnaires of Visual Displays	Ling	2011	Visual Features	The variety of visual features on the website is confusing.	0	0
4209	1A	Visuals	7	Complexity Questionnaires of Visual Displays	Ling	2011	Visual Features	The website uses too many different sizes, colors, fonts, and icons.	0	0
4210	1A	Visuals	7	Complexity Questionnaires of Visual Displays	Ling	2011	Visual Cluttering	The website looks too busy.	0	0
4211	1A	Visuals	7	Complexity Questionnaires of Visual Displays	Ling	2011	Visual Cluttering	The text and icons stand out clearly from the background.	0	0
4212	1A	Visuals	7	Complexity Questionnaires of Visual Displays	Ling	2011	Visual Cluttering	I have to move closer to the screen to read the text.	0	0
4213	1A	Visuals	7	Complexity Questionnaires of Visual Displays	Ling	2011	Visual Cluttering	I have to stare at the website to read the information.	0	0
4214	1A	Visuals	7	Complexity Questionnaires of Visual Displays	Ling	2011	Visual Cluttering	I can quickly and correctly read the information presented on the website.	0	0
4215	1A	Visuals	7	Complexity Questionnaires of Visual Displays	Ling	2011	Visual Cluttering	Adequate space is provided between pieces of information on the website.	0	0
4216	2B2A	Memory Loading	107	Complexity Questionnaires of Visual Displays	Ling	2011	Information Management	It is difficult to manage all the necessary information to do a task.	0	0
4217	2B2A	Memory Loading	107	Complexity Questionnaires of Visual Displays	Ling	2011	Information Management	It requires a great deal of efforts to manage all the necessary information or control functions.	0	0
4218	2B2A	Memory Loading	107	Complexity Questionnaires of Visual Displays	Ling	2011	Information Management	There is too much information and there are too many control functions on the website to remember.	0	0
4219	1B3	Intuitive Use	42	Complexity Questionnaires of Visual Displays	Ling	2011	Information Processing	Information changes on the website are predictable.	0	0
4220	2B2A	Memory Loading	107	Complexity Questionnaires of Visual Displays	Ling	2011	Information Processing	Information changes on the website are easy to track.	0	0
4221	2B2A	Memory Loading	107	Complexity Questionnaires of Visual Displays	Ling	2011	Information Processing	Keeping track of information changes on the website distracts me from performing my primary tasks (makes me too busy).	0	0
4222	2B2A	Memory Loading	107	Complexity Questionnaires of Visual Displays	Ling	2011	Information Processing	Information changes are too frequent.	0	0
4223	1B3	Intuitive Use	42	Complexity Questionnaires of Visual Displays	Ling	2011	Information Processing	I would prefer the information on the website to change less frequently.	0	0
4224	1D6	Relevant Content	55	Complexity Questionnaires of Visual Displays	Ling	2011	Understanding of Information	I think that pertinent information was presented in a direct manner.	0	0
4225	1D8	Clarity	57	Complexity Questionnaires of Visual Displays	Ling	2011	Understanding of Information	Interpreting information distracts me from focusing on my tasks.	0	0
4226	1D8	Clarity	57	Complexity Questionnaires of Visual Displays	Ling	2011	Understanding of Information	The information is presented so that I can understand it without having to think about it too much.	0	0
4227	2B2A	Memory Loading	107	Complexity Questionnaires of Visual Displays	Ling	2011	Understanding of Information	I must relate several pieces of separately displayed information to understand them.	0	0
4228	1D8	Clarity	57	Complexity Questionnaires of Visual Displays	Ling	2011	Understanding of Information	The information presented is straightforward.	0	0
4229	2B2A	Memory Loading	107	Complexity Questionnaires of Visual Displays	Ling	2011	Understanding of Information	I have to relate (or associate) too many pieces of information at the same time.	0	0
4230	1B4	Number of Steps	43	Complexity Questionnaires of Visual Displays	Ling	2011	Action Cost	The website requires too many actions to perform tasks or acquire information.	0	0
4231	1B4	Number of Steps	43	Complexity Questionnaires of Visual Displays	Ling	2011	Action Cost	The number of transitions in action modes (i.e., from keyboard to mouse, mouse to keyboard, etc.) distracts me.	0	0
4232	1B4	Number of Steps	43	Complexity Questionnaires of Visual Displays	Ling	2011	Action Cost	I am comfortable with the number of transitions required to perform actions on the website.	0	0
4233	1B4	Number of Steps	43	Complexity Questionnaires of Visual Displays	Ling	2011	Action Cost	Using this website requires me to frequently change action modes, which takes my time away from performing my primary tasks.	0	0
4234	1B4	Number of Steps	43	Complexity Questionnaires of Visual Displays	Ling	2011	Number of Steps	I have to access too many menu buttons or windows to acquire information/perform tasks.	0	0
4235	1B4	Number of Steps	43	Complexity Questionnaires of Visual Displays	Ling	2011	Number of Steps	The website's pop-up windows and/or pull-down menus help me to acquire information/perform tasks.	0	0
4236	1B4	Number of Steps	43	Complexity Questionnaires of Visual Displays	Ling	2011	Number of Steps	I have trouble getting the information and performing tasks because there are so many layers of windows/menus.	0	0
4237	1B4	Number of Steps	43	Complexity Questionnaires of Visual Displays	Ling	2011	Number of Sequences	I have to manage multiple action sequences to get a task done. I have a hard time keeping up with all.	0	0
4238	1B4	Number of Steps	43	Complexity Questionnaires of Visual Displays	Ling	2011	Number of Sequences	The number of action sequences is small, and I can perform the tasks easily on the website.	0	0
4239	2A4	Task Compatibility	61	Complexity Questionnaires of Visual Displays	Ling	2011	Overall Complexity	The website is an effective tool for acquiring information.	0	0
4240	2D	Ease of Use	19	Complexity Questionnaires of Visual Displays	Ling	2011	Overall Complexity	The website is simple and easy to use.	0	0
4241	2D	Ease of Use	19	Complexity Questionnaires of Visual Displays	Ling	2011	Overall Complexity	I do not like it because it is too complex to use.	0	0
4242	1D4	Level of Detail	53	Complexity Questionnaires of Visual Displays	Ling	2011	Perceptual Complexity	Only necessary information is presented on the website.	0	0
4243	2D	Ease of Use	19	Complexity Questionnaires of Visual Displays	Ling	2011	Perceptual Complexity	I can easily and quickly find the information I need.	0	0
4244	2D	Ease of Use	19	Complexity Questionnaires of Visual Displays	Ling	2011	Perceptual Complexity	I can hardly find the information I need.	0	0
4245	2D	Ease of Use	19	Complexity Questionnaires of Visual Displays	Ling	2011	Perceptual Complexity	I could not find the information I need.	0	0
4246	2B2A	Memory Loading	107	Complexity Questionnaires of Visual Displays	Ling	2011	Cognitive Complexity	I can easily process the information presented on the website.	0	0
4247	2B2A	Memory Loading	107	Complexity Questionnaires of Visual Displays	Ling	2011	Cognitive Complexity	Using this website takes too much mental effort.	0	0
4248	1D4	Level of Detail	53	Complexity Questionnaires of Visual Displays	Ling	2011	Cognitive Complexity	I feel overwhelmed by the amount of information presented on the website.	0	0
4249	1B4	Number of Steps	43	Complexity Questionnaires of Visual Displays	Ling	2011	Action Complexity	The actions required by the website take my attention away from my tasks.	0	0
4250	1B4	Number of Steps	43	Complexity Questionnaires of Visual Displays	Ling	2011	Action Complexity	The amount of action required to perform tasks or acquire information does not bother me.	0	0
4251	1B4	Number of Steps	43	Complexity Questionnaires of Visual Displays	Ling	2011	Action Complexity	I can easily interact with the website to accomplish my tasks.	0	0
4252	1B4	Number of Steps	43	Complexity Questionnaires of Visual Displays	Ling	2011	Action Complexity	I feel overwhelmed by the amount of interaction required by the website.	0	0
4253	6	Intention for Use	6	ZeGo (Zufriedenheit im e-Government, or, e-Government User Satisfaction)	Bargas-Avila	2010	N/A	In the future, I will use [website] again to complete similar tasks 	0	0
4254	2C4	Expression of Benefit	70	ZeGo (Zufriedenheit im e-Government, or, e-Government User Satisfaction)	Bargas-Avila	2010	N/A	I will recommend [website] to others 	0	0
4255	5A4	Perceived Competence	96	ZeGo (Zufriedenheit im e-Government, or, e-Government User Satisfaction)	Bargas-Avila	2010	N/A	On [website], I can quickly reach my goal 	0	0
4256	1A	Visuals	7	ZeGo (Zufriedenheit im e-Government, or, e-Government User Satisfaction)	Bargas-Avila	2010	N/A	In my opinion, visiting the site [website] is pleasant 	0	0
4257	1A	Visuals	7	ZeGo (Zufriedenheit im e-Government, or, e-Government User Satisfaction)	Bargas-Avila	2010	N/A	The design and colors used on [website] are appealing 	0	0
4258	2A4	Task Compatibility	61	ZeGo (Zufriedenheit im e-Government, or, e-Government User Satisfaction)	Bargas-Avila	2010	N/A	The services of [website] are useful 	0	0
4259	1D4	Level of Detail	53	ZeGo (Zufriedenheit im e-Government, or, e-Government User Satisfaction)	Bargas-Avila	2010	N/A	The services of [website] appear to be complete 	0	0
4260	1D8	Clarity	57	ZeGo (Zufriedenheit im e-Government, or, e-Government User Satisfaction)	Bargas-Avila	2010	N/A	The contents found on [website] are written so that they are clearly understandable 	0	0
4261	1D	Program Content or Output	10	ZeGo (Zufriedenheit im e-Government, or, e-Government User Satisfaction)	Bargas-Avila	2010	N/A	I am very satisfied with the contents found on [website] 	0	0
4262	1D5	Trusted	54	ZeGo (Zufriedenheit im e-Government, or, e-Government User Satisfaction)	Bargas-Avila	2010	N/A	The information found on the website [website] is credible 	0	0
4263	1D3	Expected Content	52	ZeGo (Zufriedenheit im e-Government, or, e-Government User Satisfaction)	Bargas-Avila	2010	N/A	I know what contents to expect on [website] 	0	0
4264	2E2	General Opinion	20	ZeGo (Zufriedenheit im e-Government, or, e-Government User Satisfaction)	Bargas-Avila	2010	N/A	Compared to other websites, [website] is good 	0	0
4265	2E5	Absorption in Activity	75	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Affective Experience	I enjoyed the game	0	0
4266	2E5	Absorption in Activity	75	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Affective Experience	I thought that the game was fun	0	0
4267	1A	Visuals	7	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Affective Experience	I found the appearance of the game world to be interesting	0	0
4268	1A	Visuals	7	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Affective Experience	The aesthetics of the game were unimpressive	0	0
4269	2E5	Absorption in Activity	75	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Affective Experience	The game failed to motivate me to keep playing	0	0
4270	2E5	Absorption in Activity	75	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Affective Experience	I wanted to explore the game world	0	0
4271	2E5	Absorption in Activity	75	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Focus	I was focused on the game	0	0
4272	2E5	Absorption in Activity	75	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Focus	I could identify with the characters	0	0
4273	2E5	Absorption in Activity	75	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Focus	I was unaware of the passage of time whilst playing	0	0
4274	2E5	Absorption in Activity	75	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Focus	I forgot about my surroundings whilst playing	0	0
4275	2E5	Absorption in Activity	75	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Focus	I found the game mechanics to be varied enough	0	0
4276	2E5	Absorption in Activity	75	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Focus	I thought about things other than the game whilst playing	0	0
4277	2E5	Absorption in Activity	75	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Focus	My field of view made it difficult to see what was happening in the game	0	0
4278	2E5	Absorption in Activity	75	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Focus	I thought the camera angles in the game were appropriate	0	0
4279	2E5	Absorption in Activity	75	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Focus	I thought the level of difficulty was right for me	0	0
4280	1B3C	Intuitive Input	102	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Usability Barriers	I always knew where to go in the game	0	0
4281	1B3C	Intuitive Input	102	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Usability Barriers	I knew how the game would respond to my actions	0	0
4282	1B3C	Intuitive Input	102	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Usability Barriers	I always knew how to achieve my aim in the game	0	0
4283	1B3	Intuitive Use	42	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Usability Barriers	My objectives in the game were unclear	0	0
4284	1B1	Layout	40	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Usability Barriers	I couldn't find my way in the game world	0	0
4285	2B1	Learning	64	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Playability Barriers	The game trained me in all of the controls	0	0
4286	1H	Medium	14	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Playability Barriers	I knew how to use the controller with the game	0	0
4287	1B1	Layout	40	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Playability Barriers	I found the game's menus to be usable	0	0
4288	2F	User Control	21	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Playability Barriers	I knew how to change the settings in the game	0	0
4289	2F	User Control	21	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Playability Barriers	I found using the options screen to be difficult	0	0
4290	1B1	Layout	40	Measurement Scale to Assess the Experience of Video Games	Parnell	2009	Playability Barriers	I found the game's menus to be cumbersome	0	0
4291	4B	Management Expectations	27	Tool for Measuring and Analyzing Computer User Satisfaction	Bailey	1983	Top Management Involvement	Top Management Involvement: strong vs. weak	0	0
